"","country","year","upop"
"12342","Qatar","X2006",97.754
"12343","Romania","X2006",53.305
"12344","Russian Federation","X2006",73.508
"12345","Rwanda","X2006",20.168
"12346","South Asia","X2006",29.45673311
"12347","Saudi Arabia","X2006",81.204
"12348","Sudan","X2006",32.813
"12349","Senegal","X2006",41.311
"12350","Singapore","X2006",100
"12351","Solomon Islands","X2006",18.259
"12352","Sierra Leone","X2006",37.096
"12353","El Salvador","X2006",62.187
"12354","San Marino","X2006",94.031
"12355","Somalia","X2006",35.561
"12356","Serbia","X2006",54.793
"12357","Sub-Saharan Africa (excluding high income)","X2006",33.31756133
"12358","South Sudan","X2006",17.287
"12359","Sub-Saharan Africa","X2006",33.31950142
"12360","Small states","X2006",49.56424171
"12361","Sao Tome and Principe","X2006",58.847
"12362","Suriname","X2006",66.615
"12363","Slovak Republic","X2006",55.412
"12364","Slovenia","X2006",50.409
"12365","Sweden","X2006",84.43
"12366","Swaziland","X2006",21.91
"12367","Sint Maarten (Dutch part)","X2006",100
"12368","Seychelles","X2006",51.282
"12369","Syrian Arab Republic","X2006",54.154
"12370","Turks and Caicos Islands","X2006",88.281
"12371","Chad","X2006",21.834
"12372","East Asia & Pacific (IDA & IBRD countries)","X2006",43.07203819
"12373","Europe & Central Asia (IDA & IBRD countries)","X2006",63.59124234
"12374","Togo","X2006",35.649
"12375","Thailand","X2006",38.804
"12376","Tajikistan","X2006",26.45
"12377","Turkmenistan","X2006",47.296
"12378","Latin America & the Caribbean (IDA & IBRD countries)","X2006",77.17988792
"12379","Middle East & North Africa (IDA & IBRD countries)","X2006",57.38170051
"12380","Timor-Leste","X2006",26.934
"12381","Tonga","X2006",23.184
"12382","South Asia (IDA & IBRD)","X2006",29.45673311
"12383","Sub-Saharan Africa (IDA & IBRD countries)","X2006",33.31950142
"12384","Trinidad and Tobago","X2006",9.735
"12385","Tunisia","X2006",65.266
"12386","Turkey","X2006",68.382
"12387","Tuvalu","X2006",50.721
"12388","Tanzania","X2006",25.478
"12389","Uganda","X2006",13.313
"12390","Ukraine","X2006",67.969
"12391","Upper middle income","X2006",55.37249402
"12392","Uruguay","X2006",93.553
"12393","United States","X2006",80.099
"12394","Uzbekistan","X2006",36.526
"12395","St. Vincent and the Grenadines","X2006",47.353
"12396","Venezuela, RB","X2006",88.605
"12397","British Virgin Islands","X2006",43.462
"12398","Virgin Islands (U.S.)","X2006",93.861
"12399","Vietnam","X2006",27.888
"12400","Vanuatu","X2006",23.392
"12401","West Bank and Gaza","X2006",73.276
"12402","World","X2006",49.48761285
"12403","Samoa","X2006",20.981
"12404","Yemen, Rep.","X2006",29.487
"12405","South Africa","X2006",60.077
"12406","Congo, Dem. Rep.","X2006",37.961
"12407","Zambia","X2006",37.031
"12408","Zimbabwe","X2006",33.926
"12409","Aruba","X2007",44.147
"12410","Andorra","X2007",89.363
"12411","Afghanistan","X2007",23.587
"12412","Angola","X2007",37.722
"12413","Albania","X2007",48.902
"12414","Arab World","X2007",55.24985484
"12415","United Arab Emirates","X2007",83.019
"12416","Argentina","X2007",90.445
"12417","Armenia","X2007",64.117
"12418","American Samoa","X2007",87.9
"12419","Antigua and Barbuda","X2007",28.003
"12420","Australia","X2007",88.298
"12421","Austria","X2007",65.835
"12422","Azerbaijan","X2007",52.79
"12423","Burundi","X2007",9.864
"12424","Belgium","X2007",97.497
"12425","Benin","X2007",40.703
"12426","Burkina Faso","X2007",23.163
"12427","Bangladesh","X2007",28.237
"12428","Bulgaria","X2007",71.278
"12429","Bahrain","X2007",88.441
"12430","Bahamas, The","X2007",82.388
"12431","Bosnia and Herzegovina","X2007",39.16
"12432","Belarus","X2007",73.273
"12433","Belize","X2007",45.771
"12434","Bermuda","X2007",100
"12435","Bolivia","X2007",65.104
"12436","Brazil","X2007",83.448
"12437","Barbados","X2007",32.586
"12438","Brunei Darussalam","X2007",74.345
"12439","Bhutan","X2007",32.469
"12440","Botswana","X2007",55.539
"12441","Central African Republic","X2007",38.318
"12442","Canada","X2007",80.396
"12443","Central Europe and the Baltics","X2007",61.88763419
"12444","Switzerland","X2007",73.55
"12445","Channel Islands","X2007",30.867
"12446","Chile","X2007",87.926
"12447","China","X2007",45.199
"12448","Cote d'Ivoire","X2007",48.266
"12449","Cameroon","X2007",49.741
"12450","Congo, Rep.","X2007",61.893
"12451","Colombia","X2007",74.169
"12452","Comoros","X2007",27.851
"12453","Cabo Verde","X2007",59.363
"12454","Costa Rica","X2007",68.172
"12455","Caribbean small states","X2007",41.7345574
"12456","Cuba","X2007",76.32
"12457","Curacao","X2007",90.287
"12458","Cayman Islands","X2007",100
"12459","Cyprus","X2007",67.982
"12460","Czech Republic","X2007",73.463
"12461","Germany","X2007",73.695
"12462","Djibouti","X2007",76.853
"12463","Dominica","X2007",67.203
"12464","Denmark","X2007",86.293
"12465","Dominican Republic","X2007",70.016
"12466","Algeria","X2007",65.348
"12467","East Asia & Pacific (excluding high income)","X2007",44.38496105
"12468","Early-demographic dividend","X2007",40.92817953
"12469","East Asia & Pacific","X2007",48.68046405
"12470","Europe & Central Asia (excluding high income)","X2007",64.01463058
"12471","Europe & Central Asia","X2007",69.49541617
"12472","Ecuador","X2007",62.104
"12473","Egypt, Arab Rep.","X2007",43.078
"12474","Euro area","X2007",74.11333638
"12475","Eritrea","X2007",19.518
"12476","Spain","X2007",77.74
"12477","Estonia","X2007",68.479
"12478","Ethiopia","X2007",16.116
"12479","European Union","X2007",73.02737792
"12480","Fragile and conflict affected situations","X2007",37.69357635
"12481","Finland","X2007",83.168
"12482","Fiji","X2007",50.657
"12483","France","X2007",77.621
"12484","Faroe Islands","X2007",40.341
"12485","Micronesia, Fed. Sts.","X2007",22.317
"12486","Gabon","X2007",84.443
"12487","United Kingdom","X2007",80.479
"12488","Georgia","X2007",52.575
"12489","Ghana","X2007",48.669
"12490","Gibraltar","X2007",100
"12491","Guinea","X2007",33.596
"12492","Gambia, The","X2007",53.997
"12493","Guinea-Bissau","X2007",42.596
"12494","Equatorial Guinea","X2007",38.963
"12495","Greece","X2007",75.199
"12496","Grenada","X2007",35.822
"12497","Greenland","X2007",83.482
"12498","Guatemala","X2007",48.019
"12499","Guam","X2007",93.822
"12500","Guyana","X2007",28.231
"12501","High income","X2007",79.10988041
"12502","Hong Kong SAR, China","X2007",100
"12503","Honduras","X2007",49.8
"12504","Heavily indebted poor countries (HIPC)","X2007",31.06064337
"12505","Croatia","X2007",56.822
"12506","Haiti","X2007",47.39
"12507","Hungary","X2007",67.368
"12508","IBRD only","X2007",48.53337346
"12509","IDA & IBRD total","X2007",44.30010963
"12510","IDA total","X2007",31.3431299
"12511","IDA blend","X2007",36.44088603
"12512","Indonesia","X2007",47.528
"12513","IDA only","X2007",28.43974148
"12514","Isle of Man","X2007",51.94
"12515","India","X2007",29.906
"12516","Not classified","X2007",NA
"12517","Ireland","X2007",61.025
"12518","Iran, Islamic Rep.","X2007",68.864
"12519","Iraq","X2007",68.873
"12520","Iceland","X2007",93.278
"12521","Israel","X2007",91.641
"12522","Italy","X2007",67.974
"12523","Jamaica","X2007",53.184
"12524","Jordan","X2007",81.704
"12525","Japan","X2007",88.013
"12526","Kazakhstan","X2007",54.314
"12527","Kenya","X2007",22.42
"12528","Kyrgyz Republic","X2007",35.287
"12529","Cambodia","X2007",19.413
"12530","Kiribati","X2007",43.603
"12531","St. Kitts and Nevis","X2007",31.893
"12532","Korea, Rep.","X2007",81.631
"12533","Kosovo","X2007",NA
"12534","Kuwait","X2007",98.217
"12535","Latin America & Caribbean (excluding high income)","X2007",76.20631552
"12536","Lao PDR","X2007",29.688
"12537","Lebanon","X2007",86.822
"12538","Liberia","X2007",46.742
"12539","Libya","X2007",77.175
"12540","St. Lucia","X2007",21.084
"12541","Latin America & Caribbean","X2007",77.56968863
"12542","Least developed countries: UN classification","X2007",27.48664413
"12543","Low income","X2007",27.56332713
"12544","Liechtenstein","X2007",14.629
"12545","Sri Lanka","X2007",18.357
"12546","Lower middle income","X2007",35.52312972
"12547","Low & middle income","X2007",43.83888233
"12548","Lesotho","X2007",23.293
"12549","Late-demographic dividend","X2007",52.30075147
"12550","Lithuania","X2007",66.777
"12551","Luxembourg","X2007",87.409
"12552","Latvia","X2007",67.9
"12553","Macao SAR, China","X2007",100
"12554","St. Martin (French part)","X2007",NA
"12555","Morocco","X2007",56.153
"12556","Monaco","X2007",100
"12557","Moldova","X2007",45.11
"12558","Madagascar","X2007",30.043
"12559","Maldives","X2007",36.303
"12560","Middle East & North Africa","X2007",61.32970381
"12561","Mexico","X2007",76.923
"12562","Marshall Islands","X2007",70.49
"12563","Middle income","X2007",45.51261915
"12564","Macedonia, FYR","X2007",57.236
"12565","Mali","X2007",33.612
"12566","Malta","X2007",94.092
"12567","Myanmar","X2007",29.865
"12568","Middle East & North Africa (excluding high income)","X2007",57.889994
"12569","Montenegro","X2007",62.56
"12570","Mongolia","X2007",64.564
"12571","Northern Mariana Islands","X2007",89.67
"12572","Mozambique","X2007",30.364
"12573","Mauritania","X2007",54.592
"12574","Mauritius","X2007",41.203
"12575","Malawi","X2007",15.235
"12576","Malaysia","X2007",68.36
"12577","North America","X2007",80.28532954
"12578","Namibia","X2007",38.598
"12579","New Caledonia","X2007",65.306
"12580","Niger","X2007",17.018
"12581","Nigeria","X2007",40.819
"12582","Nicaragua","X2007",56.437
"12583","Netherlands","X2007",84.539
"12584","Norway","X2007",78.234
"12585","Nepal","X2007",15.822
"12586","Nauru","X2007",100
"12587","New Zealand","X2007",86.104
"12588","OECD members","X2007",78.15464043
"12589","Oman","X2007",73.527
"12590","Other small states","X2007",53.83097645
"12591","Pakistan","X2007",35.442
"12592","Panama","X2007",64.251
"12593","Peru","X2007",75.803
"12594","Philippines","X2007",46.063
"12595","Palau","X2007",80.241
"12596","Papua New Guinea","X2007",13.073
"12597","Poland","X2007",61.229
"12598","Pre-demographic dividend","X2007",34.54406055
"12599","Puerto Rico","X2007",93.999
"12600","Korea, Dem. People‰Ûªs Rep.","X2007",59.962
"12601","Portugal","X2007",58.749
"12602","Paraguay","X2007",57.806
"12603","Pacific island small states","X2007",35.86232163
"12604","Post-demographic dividend","X2007",78.87058824
"12605","French Polynesia","X2007",56.823
"12606","Qatar","X2007",98.023
"12607","Romania","X2007",53.436
"12608","Russian Federation","X2007",73.553
"12609","Rwanda","X2007",21.085
"12610","South Asia","X2007",29.83288959
"12611","Saudi Arabia","X2007",81.427
"12612","Sudan","X2007",32.866
"12613","Senegal","X2007",41.518
"12614","Singapore","X2007",100
"12615","Solomon Islands","X2007",18.694
"12616","Sierra Leone","X2007",37.364
"12617","El Salvador","X2007",62.723
"12618","San Marino","X2007",94.044
"12619","Somalia","X2007",35.974
"12620","Serbia","X2007",55.06
"12621","Sub-Saharan Africa (excluding high income)","X2007",33.77343506
"12622","South Sudan","X2007",17.42
"12623","Sub-Saharan Africa","X2007",33.77530997
"12624","Small states","X2007",50.20169398
"12625","Sao Tome and Principe","X2007",59.655
"12626","Suriname","X2007",66.547
"12627","Slovak Republic","X2007",55.261
"12628","Slovenia","X2007",50.317
"12629","Sweden","X2007",84.588
"12630","Swaziland","X2007",21.783
"12631","Sint Maarten (Dutch part)","X2007",100
"12632","Seychelles","X2007",51.522
"12633","Syrian Arab Republic","X2007",54.529
"12634","Turks and Caicos Islands","X2007",88.797
"12635","Chad","X2007",21.868
"12636","East Asia & Pacific (IDA & IBRD countries)","X2007",44.18613801
"12637","Europe & Central Asia (IDA & IBRD countries)","X2007",63.69719721
"12638","Togo","X2007",36.116
"12639","Thailand","X2007",40.104
"12640","Tajikistan","X2007",26.466
"12641","Turkmenistan","X2007",47.555
"12642","Latin America & the Caribbean (IDA & IBRD countries)","X2007",77.50013872
"12643","Middle East & North Africa (IDA & IBRD countries)","X2007",57.71471681
"12644","Timor-Leste","X2007",27.564
"12645","Tonga","X2007",23.227
"12646","South Asia (IDA & IBRD)","X2007",29.83288959
"12647","Sub-Saharan Africa (IDA & IBRD countries)","X2007",33.77530997
"12648","Trinidad and Tobago","X2007",9.571
"12649","Tunisia","X2007",65.433
"12650","Turkey","X2007",68.975
"12651","Tuvalu","X2007",51.743
"12652","Tanzania","X2007",26.121
"12653","Uganda","X2007",13.6
"12654","Ukraine","X2007",68.147
"12655","Upper middle income","X2007",56.32018057
"12656","Uruguay","X2007",93.779
"12657","United States","X2007",80.269
"12658","Uzbekistan","X2007",36.402
"12659","St. Vincent and the Grenadines","X2007",47.713
"12660","Venezuela, RB","X2007",88.646
"12661","British Virgin Islands","X2007",43.753
"12662","Virgin Islands (U.S.)","X2007",94.053
"12663","Vietnam","X2007",28.504
"12664","Vanuatu","X2007",23.687
"12665","West Bank and Gaza","X2007",73.491
"12666","World","X2007",49.98614993
"12667","Samoa","X2007",20.75
"12668","Yemen, Rep.","X2007",30.042
"12669","South Africa","X2007",60.616
"12670","Congo, Dem. Rep.","X2007",38.448
"12671","Zambia","X2007",37.452
"12672","Zimbabwe","X2007",33.743
"12673","Aruba","X2008",43.783
"12674","Andorra","X2008",88.867
"12675","Afghanistan","X2008",23.946
"12676","Angola","X2008",38.509
"12677","Albania","X2008",49.991
"12678","Arab World","X2008",55.60832345
"12679","United Arab Emirates","X2008",83.377
"12680","Argentina","X2008",90.622
"12681","Armenia","X2008",63.997
"12682","American Samoa","X2008",87.799
"12683","Antigua and Barbuda","X2008",27.406
"12684","Australia","X2008",88.445
"12685","Austria","X2008",65.841
"12686","Azerbaijan","X2008",52.99
"12687","Burundi","X2008",10.118
"12688","Belgium","X2008",97.546
"12689","Benin","X2008",41.078
"12690","Burkina Faso","X2008",23.993
"12691","Bangladesh","X2008",28.968
"12692","Bulgaria","X2008",71.622
"12693","Bahrain","X2008",88.468
"12694","Bahamas, The","X2008",82.442
"12695","Bosnia and Herzegovina","X2008",39.161
"12696","Belarus","X2008",73.726
"12697","Belize","X2008",45.501
"12698","Bermuda","X2008",100
"12699","Bolivia","X2008",65.55
"12700","Brazil","X2008",83.749
"12701","Barbados","X2008",32.41
"12702","Brunei Darussalam","X2008",74.746
"12703","Bhutan","X2008",33.236
"12704","Botswana","X2008",55.772
"12705","Central African Republic","X2008",38.47
"12706","Canada","X2008",80.578
"12707","Central Europe and the Baltics","X2008",61.96499294
"12708","Switzerland","X2008",73.588
"12709","Channel Islands","X2008",30.929
"12710","Chile","X2008",88.155
"12711","China","X2008",46.539
"12712","Cote d'Ivoire","X2008",49.034
"12713","Cameroon","X2008",50.337
"12714","Congo, Rep.","X2008",62.341
"12715","Colombia","X2008",74.46
"12716","Comoros","X2008",27.86
"12717","Cabo Verde","X2008",60.194
"12718","Costa Rica","X2008",69.387
"12719","Caribbean small states","X2008",41.7629245
"12720","Cuba","X2008",76.413
"12721","Curacao","X2008",90.161
"12722","Cayman Islands","X2008",100
"12723","Cyprus","X2008",67.839
"12724","Czech Republic","X2008",73.394
"12725","Germany","X2008",73.895
"12726","Djibouti","X2008",76.899
"12727","Dominica","X2008",67.502
"12728","Denmark","X2008",86.487
"12729","Dominican Republic","X2008",71.297
"12730","Algeria","X2008",66.097
"12731","East Asia & Pacific (excluding high income)","X2008",45.49104412
"12732","Early-demographic dividend","X2008",41.32061963
"12733","East Asia & Pacific","X2008",49.7279078
"12734","Europe & Central Asia (excluding high income)","X2008",64.13790561
"12735","Europe & Central Asia","X2008",69.6774462
"12736","Ecuador","X2008",62.3
"12737","Egypt, Arab Rep.","X2008",43.058
"12738","Euro area","X2008",74.35046759
"12739","Eritrea","X2008",19.854
"12740","Spain","X2008",77.976
"12741","Estonia","X2008",68.351
"12742","Ethiopia","X2008",16.51
"12743","European Union","X2008",73.26420038
"12744","Fragile and conflict affected situations","X2008",38.07887595
"12745","Finland","X2008",83.299
"12746","Fiji","X2008",51.051
"12747","France","X2008",77.864
"12748","Faroe Islands","X2008",40.536
"12749","Micronesia, Fed. Sts.","X2008",22.311
"12750","Gabon","X2008",84.896
"12751","United Kingdom","X2008",80.757
"12752","Georgia","X2008",52.625
"12753","Ghana","X2008",49.351
"12754","Gibraltar","X2008",100
"12755","Guinea","X2008",34.005
"12756","Gambia, The","X2008",54.789
"12757","Guinea-Bissau","X2008",43.468
"12758","Equatorial Guinea","X2008",39.037
"12759","Greece","X2008",75.568
"12760","Grenada","X2008",35.775
"12761","Greenland","X2008",83.787
"12762","Guatemala","X2008",48.449
"12763","Guam","X2008",93.916
"12764","Guyana","X2008",28.218
"12765","High income","X2008",79.39689221
"12766","Hong Kong SAR, China","X2008",100
"12767","Honduras","X2008",50.438
"12768","Heavily indebted poor countries (HIPC)","X2008",31.48704341
"12769","Croatia","X2008",57.048
"12770","Haiti","X2008",48.98
"12771","Hungary","X2008",67.87
"12772","IBRD only","X2008",49.18023631
"12773","IDA & IBRD total","X2008",44.87175459
"12774","IDA total","X2008",31.83938232
"12775","IDA blend","X2008",36.98847662
"12776","Indonesia","X2008",48.327
"12777","IDA only","X2008",28.9165613
"12778","Isle of Man","X2008",51.958
"12779","India","X2008",30.246
"12780","Not classified","X2008",NA
"12781","Ireland","X2008",61.298
"12782","Iran, Islamic Rep.","X2008",69.458
"12783","Iraq","X2008",68.927
"12784","Iceland","X2008",93.395
"12785","Israel","X2008",91.702
"12786","Italy","X2008",68.092
"12787","Jamaica","X2008",53.371
"12788","Jordan","X2008",81.964
"12789","Japan","X2008",88.909
"12790","Kazakhstan","X2008",54.111
"12791","Kenya","X2008",22.8
"12792","Kyrgyz Republic","X2008",35.285
"12793","Cambodia","X2008",19.533
"12794","Kiribati","X2008",43.647
"12795","St. Kitts and Nevis","X2008",31.845
"12796","Korea, Rep.","X2008",81.733
"12797","Kosovo","X2008",NA
"12798","Kuwait","X2008",98.232
"12799","Latin America & Caribbean (excluding high income)","X2008",76.53575942
"12800","Lao PDR","X2008",30.839
"12801","Lebanon","X2008",86.942
"12802","Liberia","X2008",47.088
"12803","Libya","X2008",77.324
"12804","St. Lucia","X2008",20.131
"12805","Latin America & Caribbean","X2008",77.87648772
"12806","Least developed countries: UN classification","X2008",27.97722721
"12807","Low income","X2008",27.93709253
"12808","Liechtenstein","X2008",14.574
"12809","Sri Lanka","X2008",18.345
"12810","Lower middle income","X2008",35.93554748
"12811","Low & middle income","X2008",44.41845791
"12812","Lesotho","X2008",23.774
"12813","Late-demographic dividend","X2008",53.28222483
"12814","Lithuania","X2008",66.848
"12815","Luxembourg","X2008",87.8
"12816","Latvia","X2008",67.834
"12817","Macao SAR, China","X2008",100
"12818","St. Martin (French part)","X2008",NA
"12819","Morocco","X2008",56.665
"12820","Monaco","X2008",100
"12821","Moldova","X2008",45.011
"12822","Madagascar","X2008",30.67
"12823","Maldives","X2008",37.553
"12824","Middle East & North Africa","X2008",61.72887213
"12825","Mexico","X2008",77.227
"12826","Marshall Islands","X2008",70.778
"12827","Middle income","X2008",46.13972468
"12828","Macedonia, FYR","X2008",57.129
"12829","Mali","X2008",34.403
"12830","Malta","X2008",94.295
"12831","Myanmar","X2008",30.363
"12832","Middle East & North Africa (excluding high income)","X2008",58.21082188
"12833","Montenegro","X2008",62.739
"12834","Mongolia","X2008",65.581
"12835","Northern Mariana Islands","X2008",89.605
"12836","Mozambique","X2008",30.548
"12837","Mauritania","X2008",55.303
"12838","Mauritius","X2008",40.995
"12839","Malawi","X2008",15.326
"12840","Malaysia","X2008",69.225
"12841","North America","X2008",80.45557911
"12842","Namibia","X2008",39.597
"12843","New Caledonia","X2008",65.969
"12844","Niger","X2008",17.185
"12845","Nigeria","X2008",41.702
"12846","Nicaragua","X2008",56.701
"12847","Netherlands","X2008",85.402
"12848","Norway","X2008",78.526
"12849","Nepal","X2008",16.15
"12850","Nauru","X2008",100
"12851","New Zealand","X2008",86.13
"12852","OECD members","X2008",78.45082483
"12853","Oman","X2008",74.08
"12854","Other small states","X2008",54.62892072
"12855","Pakistan","X2008",35.816
"12856","Panama","X2008",64.54
"12857","Peru","X2008",76.182
"12858","Philippines","X2008",45.793
"12859","Palau","X2008",81.367
"12860","Papua New Guinea","X2008",13.055
"12861","Poland","X2008",61.116
"12862","Pre-demographic dividend","X2008",35.03163707
"12863","Puerto Rico","X2008",93.942
"12864","Korea, Dem. People‰Ûªs Rep.","X2008",60.04
"12865","Portugal","X2008",59.359
"12866","Paraguay","X2008",58.034
"12867","Pacific island small states","X2008",36.09848361
"12868","Post-demographic dividend","X2008",79.1683742
"12869","French Polynesia","X2008",56.738
"12870","Qatar","X2008",98.261
"12871","Romania","X2008",53.567
"12872","Russian Federation","X2008",73.598
"12873","Rwanda","X2008",22.033
"12874","South Asia","X2008",30.21417853
"12875","Saudi Arabia","X2008",81.649
"12876","Sudan","X2008",32.919
"12877","Senegal","X2008",41.74
"12878","Singapore","X2008",100
"12879","Solomon Islands","X2008",19.138
"12880","Sierra Leone","X2008",37.645
"12881","El Salvador","X2008",63.252
"12882","San Marino","X2008",94.056
"12883","Somalia","X2008",36.394
"12884","Serbia","X2008",55.11
"12885","Sub-Saharan Africa (excluding high income)","X2008",34.25316276
"12886","South Sudan","X2008",17.555
"12887","Sub-Saharan Africa","X2008",34.25500458
"12888","Small states","X2008",50.85595754
"12889","Sao Tome and Principe","X2008",60.434
"12890","Suriname","X2008",66.479
"12891","Slovak Republic","X2008",55.111
"12892","Slovenia","X2008",50.224
"12893","Sweden","X2008",84.746
"12894","Swaziland","X2008",21.67
"12895","Sint Maarten (Dutch part)","X2008",100
"12896","Seychelles","X2008",51.775
"12897","Syrian Arab Republic","X2008",54.908
"12898","Turks and Caicos Islands","X2008",89.294
"12899","Chad","X2008",21.901
"12900","East Asia & Pacific (IDA & IBRD countries)","X2008",45.30563354
"12901","Europe & Central Asia (IDA & IBRD countries)","X2008",63.801607
"12902","Togo","X2008",36.587
"12903","Thailand","X2008",41.419
"12904","Tajikistan","X2008",26.483
"12905","Turkmenistan","X2008",47.826
"12906","Latin America & the Caribbean (IDA & IBRD countries)","X2008",77.8157652
"12907","Middle East & North Africa (IDA & IBRD countries)","X2008",58.03483196
"12908","Timor-Leste","X2008",28.203
"12909","Tonga","X2008",23.281
"12910","South Asia (IDA & IBRD)","X2008",30.21417853
"12911","Sub-Saharan Africa (IDA & IBRD countries)","X2008",34.25500458
"12912","Trinidad and Tobago","X2008",9.408
"12913","Tunisia","X2008",65.601
"12914","Turkey","X2008",69.562
"12915","Tuvalu","X2008",52.765
"12916","Tanzania","X2008",26.776
"12917","Uganda","X2008",13.892
"12918","Ukraine","X2008",68.325
"12919","Upper middle income","X2008",57.27111411
"12920","Uruguay","X2008",93.998
"12921","United States","X2008",80.438
"12922","Uzbekistan","X2008",36.305
"12923","St. Vincent and the Grenadines","X2008",48.071
"12924","Venezuela, RB","X2008",88.687
"12925","British Virgin Islands","X2008",44.048
"12926","Virgin Islands (U.S.)","X2008",94.239
"12927","Vietnam","X2008",29.128
"12928","Vanuatu","X2008",23.985
"12929","West Bank and Gaza","X2008",73.704
"12930","World","X2008",50.49097723
"12931","Samoa","X2008",20.524
"12932","Yemen, Rep.","X2008",30.602
"12933","South Africa","X2008",61.154
"12934","Congo, Dem. Rep.","X2008",38.941
"12935","Zambia","X2008",37.875
"12936","Zimbabwe","X2008",33.56
"12937","Aruba","X2009",43.421
"12938","Andorra","X2009",88.352
"12939","Afghanistan","X2009",24.313
"12940","Angola","X2009",39.299
"12941","Albania","X2009",51.076
"12942","Arab World","X2009",55.96122985
"12943","United Arab Emirates","X2009",83.723
"12944","Argentina","X2009",90.795
"12945","Armenia","X2009",63.789
"12946","American Samoa","X2009",87.697
"12947","Antigua and Barbuda","X2009",26.819
"12948","Australia","X2009",88.59
"12949","Austria","X2009",65.847
"12950","Azerbaijan","X2009",53.19
"12951","Burundi","X2009",10.376
"12952","Belgium","X2009",97.594
"12953","Benin","X2009",41.461
"12954","Burkina Faso","X2009",24.828
"12955","Bangladesh","X2009",29.709
"12956","Bulgaria","X2009",71.963
"12957","Bahrain","X2009",88.5
"12958","Bahamas, The","X2009",82.495
"12959","Bosnia and Herzegovina","X2009",39.183
"12960","Belarus","X2009",74.172
"12961","Belize","X2009",45.232
"12962","Bermuda","X2009",100
"12963","Bolivia","X2009",65.991
"12964","Brazil","X2009",84.044
"12965","Barbados","X2009",32.235
"12966","Brunei Darussalam","X2009",75.134
"12967","Bhutan","X2009",34.01
"12968","Botswana","X2009",56.004
"12969","Central African Republic","X2009",38.64
"12970","Canada","X2009",80.758
"12971","Central Europe and the Baltics","X2009",62.02015971
"12972","Switzerland","X2009",73.625
"12973","Channel Islands","X2009",30.992
"12974","Chile","X2009",88.375
"12975","China","X2009",47.88
"12976","Cote d'Ivoire","X2009",49.8
"12977","Cameroon","X2009",50.928
"12978","Congo, Rep.","X2009",62.786
"12979","Colombia","X2009",74.749
"12980","Comoros","X2009",27.882
"12981","Cabo Verde","X2009",61.016
"12982","Costa Rica","X2009",70.573
"12983","Caribbean small states","X2009",41.7921552
"12984","Cuba","X2009",76.505
"12985","Curacao","X2009",90.034
"12986","Cayman Islands","X2009",100
"12987","Cyprus","X2009",67.695
"12988","Czech Republic","X2009",73.324
"12989","Germany","X2009",74.093
"12990","Djibouti","X2009",76.944
"12991","Dominica","X2009",67.799
"12992","Denmark","X2009",86.654
"12993","Dominican Republic","X2009",72.541
"12994","Algeria","X2009",66.822
"12995","East Asia & Pacific (excluding high income)","X2009",46.59575472
"12996","Early-demographic dividend","X2009",41.71599315
"12997","East Asia & Pacific","X2009",50.76478592
"12998","Europe & Central Asia (excluding high income)","X2009",64.25233271
"12999","Europe & Central Asia","X2009",69.8460772
"13000","Ecuador","X2009",62.495
"13001","Egypt, Arab Rep.","X2009",43.039
"13002","Euro area","X2009",74.58480999
"13003","Eritrea","X2009",20.206
"13004","Spain","X2009",78.21
"13005","Estonia","X2009",68.223
"13006","Ethiopia","X2009",16.91
"13007","European Union","X2009",73.4897977
"13008","Fragile and conflict affected situations","X2009",38.46736196
"13009","Finland","X2009",83.429
"13010","Fiji","X2009",51.44
"13011","France","X2009",78.106
"13012","Faroe Islands","X2009",40.731
"13013","Micronesia, Fed. Sts.","X2009",22.305
"13014","Gabon","X2009",85.313
"13015","United Kingdom","X2009",81.031
"13016","Georgia","X2009",52.723
"13017","Ghana","X2009",50.031
"13018","Gibraltar","X2009",100
"13019","Guinea","X2009",34.426
"13020","Gambia, The","X2009",55.555
"13021","Guinea-Bissau","X2009",44.342
"13022","Equatorial Guinea","X2009",39.123
"13023","Greece","X2009",75.932
"13024","Grenada","X2009",35.728
"13025","Greenland","X2009",84.087
"13026","Guatemala","X2009",48.884
"13027","Guam","X2009",94.008
"13028","Guyana","X2009",28.221
"13029","High income","X2009",79.67246914
"13030","Hong Kong SAR, China","X2009",100
"13031","Honduras","X2009",51.07
"13032","Heavily indebted poor countries (HIPC)","X2009",31.91778438
"13033","Croatia","X2009",57.287
"13034","Haiti","X2009",50.523
"13035","Hungary","X2009",68.366
"13036","IBRD only","X2009",49.8273303
"13037","IDA & IBRD total","X2009",45.44401076
"13038","IDA total","X2009",32.34222224
"13039","IDA blend","X2009",37.54481774
"13040","Indonesia","X2009",49.124
"13041","IDA only","X2009",29.39834861
"13042","Isle of Man","X2009",51.976
"13043","India","X2009",30.587
"13044","Not classified","X2009",NA
"13045","Ireland","X2009",61.569
"13046","Iran, Islamic Rep.","X2009",70.045
"13047","Iraq","X2009",68.98
"13048","Iceland","X2009",93.511
"13049","Israel","X2009",91.763
"13050","Italy","X2009",68.209
"13051","Jamaica","X2009",53.557
"13052","Jordan","X2009",82.22
"13053","Japan","X2009",89.743
"13054","Kazakhstan","X2009",53.908
"13055","Kenya","X2009",23.183
"13056","Kyrgyz Republic","X2009",35.284
"13057","Cambodia","X2009",19.666
"13058","Kiribati","X2009",43.704
"13059","St. Kitts and Nevis","X2009",31.816
